"Local.Date","Participant.Private.ID","Task.Name","Question.Key","Response","ID","Condition","Test","Day"
"19/03/2022 14:45:54",6094733,"VAS-f-1","8",0,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","9",0,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","10",6,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","11",1,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","12",0,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","13",0,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","0-quantised",9,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","1-quantised",6,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","2-quantised",4,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","3-quantised",3,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","4-quantised",3,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","5-quantised",2,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","6-quantised",2,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","7-quantised",1,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","8-quantised",1,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","9-quantised",1,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","10-quantised",7,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","11-quantised",2,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","12-quantised",1,"3","LCL",1,1
"19/03/2022 14:45:54",6094733,"VAS-f-1","13-quantised",1,"3","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","0",7,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","1",4,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","2",2,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","3",2,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","4",5,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","5",4,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","6",2,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","7",2,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","8",4,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","9",2,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","10",3,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","11",1,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","12",4,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","13",3,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","0-quantised",8,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","1-quantised",5,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","2-quantised",3,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","3-quantised",3,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","4-quantised",6,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","5-quantised",5,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","6-quantised",3,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","7-quantised",3,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","8-quantised",5,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","9-quantised",3,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","10-quantised",4,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","11-quantised",2,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","12-quantised",5,"4","LCL",1,1
"16/03/2022 20:52:41",6070227,"VAS-f-1","13-quantised",4,"4","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","0",2,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","1",7,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","2",7,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","3",7,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","4",8,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","5",5,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","6",3,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","7",5,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","8",6,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","9",6,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","10",7,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","11",6,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","12",8,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","13",8,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","0-quantised",3,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","1-quantised",8,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","2-quantised",8,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","3-quantised",8,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","4-quantised",9,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","5-quantised",6,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","6-quantised",4,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","7-quantised",6,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","8-quantised",7,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","9-quantised",7,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","10-quantised",8,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","11-quantised",7,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","12-quantised",9,"5","LCL",1,1
"15/03/2022 17:28:51",6054962,"VAS-f-1","13-quantised",9,"5","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","0",6,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","1",4,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","2",6,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","3",7,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","4",4,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","5",4,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","6",4,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","7",6,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","8",8,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","9",6,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","10",6,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","11",5,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","12",6,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","13",4,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","0-quantised",7,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","1-quantised",5,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","2-quantised",7,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","3-quantised",8,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","4-quantised",5,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","5-quantised",5,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","6-quantised",5,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","7-quantised",7,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","8-quantised",9,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","9-quantised",7,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","10-quantised",7,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","11-quantised",6,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","12-quantised",7,"6","LCL",1,1
"15/03/2022 13:01:38",6051971,"VAS-f-1","13-quantised",5,"6","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","0",10,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","1",5,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","2",6,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","3",5,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","4",7,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","5",3,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","6",3,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","7",3,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","8",3,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","9",4,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","10",6,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","11",2,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","12",1,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","13",5,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","0-quantised",11,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","1-quantised",6,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","2-quantised",7,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","3-quantised",6,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","4-quantised",8,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","5-quantised",4,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","6-quantised",4,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","7-quantised",4,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","8-quantised",4,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","9-quantised",5,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","10-quantised",7,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","11-quantised",3,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","12-quantised",2,"7","LCL",1,1
"13/03/2022 19:29:58",6034899,"VAS-f-1","13-quantised",6,"7","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","0",8,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","1",5,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","2",1,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","3",4,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","4",4,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","5",4,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","6",2,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","7",2,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","8",4,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","9",3,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","10",5,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","11",5,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","12",6,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","13",6,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","0-quantised",9,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","1-quantised",6,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","2-quantised",2,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","3-quantised",5,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","4-quantised",5,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","5-quantised",5,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","6-quantised",3,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","7-quantised",3,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","8-quantised",5,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","9-quantised",4,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","10-quantised",6,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","11-quantised",6,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","12-quantised",7,"8","LCL",1,1
"13/03/2022 12:05:44",6032158,"VAS-f-1","13-quantised",7,"8","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","0",2,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","1",5,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","2",3,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","3",5,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","4",7,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","5",7,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","6",3,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","7",8,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","8",3,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","9",3,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","10",6,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","11",4,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","12",3,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","13",3,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","0-quantised",3,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","1-quantised",6,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","2-quantised",4,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","3-quantised",6,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","4-quantised",8,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","5-quantised",8,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","6-quantised",4,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","7-quantised",9,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","8-quantised",4,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","9-quantised",4,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","10-quantised",7,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","11-quantised",5,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","12-quantised",4,"9","LCL",1,1
"11/03/2022 16:27:11",6022522,"VAS-f-1","13-quantised",4,"9","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","0",9,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","1",6,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","2",5,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","3",5,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","4",6,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","5",5,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","6",5,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","7",4,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","8",4,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","9",7,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","10",7,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","11",2,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","12",8,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","13",8,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","0-quantised",10,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","1-quantised",7,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","2-quantised",6,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","3-quantised",6,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","4-quantised",7,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","5-quantised",6,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","6-quantised",6,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","7-quantised",5,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","8-quantised",5,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","9-quantised",8,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","10-quantised",8,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","11-quantised",3,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","12-quantised",9,"10","LCL",1,1
"11/03/2022 15:02:23",6021527,"VAS-f-1","13-quantised",9,"10","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","0",10,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","1",3,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","2",6,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","3",3,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","4",7,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","5",6,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","6",2,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","7",5,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","8",6,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","9",2,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","10",9,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","11",3,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","12",6,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","13",0,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","0-quantised",11,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","1-quantised",4,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","2-quantised",7,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","3-quantised",4,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","4-quantised",8,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","5-quantised",7,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","6-quantised",3,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","7-quantised",6,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","8-quantised",7,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","9-quantised",3,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","10-quantised",10,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","11-quantised",4,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","12-quantised",7,"11","LCL",1,1
"10/03/2022 16:05:53",6013546,"VAS-f-1","13-quantised",1,"11","LCL",1,1
"09/03/2022 10:30:13",5998568,"VAS-f-1","0",5,"12","LCL",1,1
"09/03/2022 10:30:13",5998568,"VAS-f-1","1",5,"12","LCL",1,1
"09/03/2022 10:30:13",5998568,"VAS-f-1","2",4,"12","LCL",1,1
"09/03/2022 10:30:13",5998568,"VAS-f-1","3",3,"12","LCL",1,1
"09/03/2022 10:30:13",5998568,"VAS-f-1","4",5,"12","LCL",1,1
"09/03/2022 10:30:13",5998568,"VAS-f-1","5",2,"12","LCL",1,1
"09/03/2022 10:30:13",5998568,"VAS-f-1","6",1,"12","LCL",1,1
"09/03/2022 10:30:13",5998568,"VAS-f-1","7",1,"12","LCL",1,1
