Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-yiku,checkpoint-gn26,randomiser-2vg5,Randomise questionnaire elements?,Question Key,Response
11,1644955811284,15/02/2022 20:10:11,1644955811125,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,9,2
12,1644955811284,15/02/2022 20:10:11,1644955811125,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,10,3
13,1644955811284,15/02/2022 20:10:11,1644955811125,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,11,2
14,1644955811284,15/02/2022 20:10:11,1644955811125,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,12,4
15,1644955811284,15/02/2022 20:10:11,1644955811125,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,13,4
16,1644955811284,15/02/2022 20:10:11,1644955811125,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,0-quantised,8
17,1644955811284,15/02/2022 20:10:11,1644955811125,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,1-quantised,5
18,1644955811284,15/02/2022 20:10:11,1644955811125,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,2-quantised,4
19,1644955811284,15/02/2022 20:10:11,1644955811125,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,3-quantised,3
20,1644955811284,15/02/2022 20:10:11,1644955811126,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,4-quantised,3
21,1644955811284,15/02/2022 20:10:11,1644955811126,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,5-quantised,1
22,1644955811284,15/02/2022 20:10:11,1644955811126,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,6-quantised,1
23,1644955811378,15/02/2022 20:10:11,1644955811126,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,7-quantised,1
24,1644955811378,15/02/2022 20:10:11,1644955811126,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,8-quantised,3
25,1644955811378,15/02/2022 20:10:11,1644955811126,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,9-quantised,3
26,1644955811378,15/02/2022 20:10:11,1644955811126,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,10-quantised,4
27,1644955811378,15/02/2022 20:10:11,1644955811126,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,11-quantised,3
28,1644955811378,15/02/2022 20:10:11,1644955811126,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,12-quantised,5
29,1644955811378,15/02/2022 20:10:11,1644955811126,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,13-quantised,5
30,1644955811378,15/02/2022 20:10:11,1644955811126,1,15/02/2022 21:10:11,73265,15,questionnaire-zkqn,,19476412,BLIND,5768964,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1440x900,1425x848,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,END QUESTIONNAIRE,40488
1,1647290610408,14/03/2022 20:43:30,1647290610415,1,14/03/2022 21:43:30,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1536x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,BEGIN QUESTIONNAIRE,
2,1647290646921,14/03/2022 20:44:06,1647290646958,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,0,8
3,1647290647005,14/03/2022 20:44:07,1647290646959,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,1,6
4,1647290647005,14/03/2022 20:44:07,1647290646959,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,2,6
5,1647290647005,14/03/2022 20:44:07,1647290646959,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,3,6
6,1647290647005,14/03/2022 20:44:07,1647290646959,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,4,7
7,1647290647005,14/03/2022 20:44:07,1647290646959,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,5,7
8,1647290647005,14/03/2022 20:44:07,1647290646959,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,6,6
9,1647290647005,14/03/2022 20:44:07,1647290646959,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,7,6
10,1647290647005,14/03/2022 20:44:07,1647290646959,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,8,6
11,1647290647005,14/03/2022 20:44:07,1647290646959,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,9,6
12,1647290647005,14/03/2022 20:44:07,1647290646960,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,10,7
13,1647290647005,14/03/2022 20:44:07,1647290646960,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,11,5
14,1647290647005,14/03/2022 20:44:07,1647290646960,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,12,7
15,1647290647005,14/03/2022 20:44:07,1647290646960,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,13,7
16,1647290647005,14/03/2022 20:44:07,1647290646960,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,0-quantised,9
17,1647290647005,14/03/2022 20:44:07,1647290646960,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,1-quantised,7
18,1647290647005,14/03/2022 20:44:07,1647290646960,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,2-quantised,7
19,1647290647005,14/03/2022 20:44:07,1647290646960,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,3-quantised,7
20,1647290647005,14/03/2022 20:44:07,1647290646960,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,4-quantised,8
21,1647290647005,14/03/2022 20:44:07,1647290646960,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,5-quantised,8
22,1647290647005,14/03/2022 20:44:07,1647290646960,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,6-quantised,7
23,1647290647098,14/03/2022 20:44:07,1647290646960,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,7-quantised,7
24,1647290647098,14/03/2022 20:44:07,1647290646960,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,8-quantised,7
25,1647290647098,14/03/2022 20:44:07,1647290646960,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,9-quantised,7
26,1647290647098,14/03/2022 20:44:07,1647290646960,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,10-quantised,8
27,1647290647098,14/03/2022 20:44:07,1647290646961,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,11-quantised,6
28,1647290647098,14/03/2022 20:44:07,1647290646961,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,12-quantised,8
29,1647290647098,14/03/2022 20:44:07,1647290646961,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,13-quantised,8
30,1647290647098,14/03/2022 20:44:07,1647290646961,1,14/03/2022 21:44:06,73265,15,questionnaire-zkqn,,20384666,BLIND,6034899,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1536x864,1519x722,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,END QUESTIONNAIRE,36547
1,1647790531351,20/03/2022 15:35:31,1647790531254,1,20/03/2022 16:35:31,73265,15,questionnaire-zkqn,,20579217,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1280x800,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,BEGIN QUESTIONNAIRE,
2,1647790549160,20/03/2022 15:35:49,1647790549115,1,20/03/2022 16:35:49,73265,15,questionnaire-zkqn,,20579217,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1280x800,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,0,7
3,1647790549253,20/03/2022 15:35:49,1647790549117,1,20/03/2022 16:35:49,73265,15,questionnaire-zkqn,,20579217,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1280x800,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,1,1
4,1647790549253,20/03/2022 15:35:49,1647790549118,1,20/03/2022 16:35:49,73265,15,questionnaire-zkqn,,20579217,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1280x800,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,2,1
5,1647790549253,20/03/2022 15:35:49,1647790549118,1,20/03/2022 16:35:49,73265,15,questionnaire-zkqn,,20579217,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1280x800,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,3,1
6,1647790549253,20/03/2022 15:35:49,1647790549118,1,20/03/2022 16:35:49,73265,15,questionnaire-zkqn,,20579217,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1280x800,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,4,1
7,1647790549253,20/03/2022 15:35:49,1647790549118,1,20/03/2022 16:35:49,73265,15,questionnaire-zkqn,,20579217,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1280x800,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,5,1
8,1647790549253,20/03/2022 15:35:49,1647790549119,1,20/03/2022 16:35:49,73265,15,questionnaire-zkqn,,20579217,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1280x800,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,6,1
9,1647790549253,20/03/2022 15:35:49,1647790549119,1,20/03/2022 16:35:49,73265,15,questionnaire-zkqn,,20579217,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1280x800,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,7,1
10,1647790549253,20/03/2022 15:35:49,1647790549119,1,20/03/2022 16:35:49,73265,15,questionnaire-zkqn,,20579217,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1280x800,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,8,1
11,1647790549253,20/03/2022 15:35:49,1647790549119,1,20/03/2022 16:35:49,73265,15,questionnaire-zkqn,,20579217,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1280x800,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,9,1
12,1647790549253,20/03/2022 15:35:49,1647790549119,1,20/03/2022 16:35:49,73265,15,questionnaire-zkqn,,20579217,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1280x800,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,10,8
13,1647790549253,20/03/2022 15:35:49,1647790549119,1,20/03/2022 16:35:49,73265,15,questionnaire-zkqn,,20579217,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1280x800,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,11,1
14,1647790549253,20/03/2022 15:35:49,1647790549119,1,20/03/2022 16:35:49,73265,15,questionnaire-zkqn,,20579217,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1280x800,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,12,1
15,1647790549253,20/03/2022 15:35:49,1647790549119,1,20/03/2022 16:35:49,73265,15,questionnaire-zkqn,,20579217,BLIND,6094733,Intro Experiment: General explanations,complete,,,computer,Desktop or Laptop,Mac OS 10.15.3,Safari 13.0.5,1280x800,1280x800,Part 1 completed,VAS-f-2,2,Part 1 completed,,Accuracy_level_1,No,13,1
